accounts,alive,deaths,peak_live,exceeds_20_live,copies,purchase_cost_usd,ongoing_net_usd,terminal_received_usd,total_net_usd,case,start_year,initial_cash_usd,monthly_contribution_usd,purchase_policy,withdrawal,reference_copies,demand_sha256,arm,emergency_seats,extra_purchase_cost_usd,additional_external_funding_usd,delta_ongoing_usd,delta_total_usd
182,78,104,167,True,96599,36400.0,10100.0,77675.23,87775.23,2023_1000_0_weekly_one_minimum_calendar_month_30000,2023,1000,0,weekly_one,minimum_calendar_month_30000,96599,a7489cb30c386a83ded196f8f68daa620552ccec774c7a5ff6fa5c33f1f1bf0a,round_robin,2,29200.0,34400.0,-175200.0,-249016.34
43,14,29,16,False,66129,8600.0,151400.0,62902.29,214302.29,2023_1000_200_monthly_one_minimum_daily_31900,2023,1000,200,monthly_one,minimum_daily_31900,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,reference,0,0,0,0,0
215,215,0,215,True,66129,43000.0,105000.0,1500.0,106500.0,2023_1000_200_monthly_one_minimum_daily_31900,2023,1000,200,monthly_one,minimum_daily_31900,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,max_headroom,0,34400.0,13100.0,-46400.0,-107802.29
215,77,138,120,True,66129,43000.0,-43000.0,76573.2,33573.2,2023_1000_200_monthly_one_minimum_daily_31900,2023,1000,200,monthly_one,minimum_daily_31900,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,round_robin,0,34400.0,33600.0,-194400.0,-180729.09
43,14,29,16,False,66129,8600.0,157479.65,53581.55,211061.2,2023_1000_200_monthly_one_maximum_weekly_31600,2023,1000,200,monthly_one,maximum_weekly_31600,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,reference,0,0,0,0,0
215,215,0,215,True,66129,43000.0,121524.3,45081.13,166605.43,2023_1000_200_monthly_one_maximum_weekly_31600,2023,1000,200,monthly_one,maximum_weekly_31600,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,max_headroom,0,34400.0,12779.3,-35955.35,-44455.77
215,77,138,120,True,66129,43000.0,-43000.0,76573.2,33573.2,2023_1000_200_monthly_one_maximum_weekly_31600,2023,1000,200,monthly_one,maximum_weekly_31600,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,round_robin,0,34400.0,33600.0,-200479.65,-177488.0
43,14,29,16,False,66129,8600.0,110400.0,103902.29,214302.29,2023_1000_200_monthly_one_minimum_calendar_month_30000,2023,1000,200,monthly_one,minimum_calendar_month_30000,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,reference,0,0,0,0,0
215,215,0,215,True,66129,43000.0,78500.0,110165.72,188665.72,2023_1000_200_monthly_one_minimum_calendar_month_30000,2023,1000,200,monthly_one,minimum_calendar_month_30000,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,max_headroom,0,34400.0,11800.0,-31900.0,-25636.57
215,77,138,120,True,66129,43000.0,-34500.0,69073.2,34573.2,2023_1000_200_monthly_one_minimum_calendar_month_30000,2023,1000,200,monthly_one,minimum_calendar_month_30000,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,round_robin,0,34400.0,28900.0,-144900.0,-179729.09
37,20,17,20,False,109195,7400.0,294600.0,88876.34,383476.34,2023_1000_200_weekly_one_minimum_daily_31900,2023,1000,200,weekly_one,minimum_daily_31900,109195,8d8cce30250c5d82ef10a59e07618aead826d024946df5fa368a316785116a19,reference,0,0,0,0,0
185,185,0,185,True,109195,37000.0,233000.0,13598.73,246598.73,2023_1000_200_weekly_one_minimum_daily_31900,2023,1000,200,weekly_one,minimum_daily_31900,109195,8d8cce30250c5d82ef10a59e07618aead826d024946df5fa368a316785116a19,max_headroom,0,29600.0,25600.0,-61600.0,-136877.61
185,80,105,142,True,109195,37000.0,10000.0,78794.08,88794.08,2023_1000_200_weekly_one_minimum_daily_31900,2023,1000,200,weekly_one,minimum_daily_31900,109195,8d8cce30250c5d82ef10a59e07618aead826d024946df5fa368a316785116a19,round_robin,0,29600.0,29200.0,-284600.0,-294682.26
34,20,14,20,False,109418,6800.0,307329.5,94706.36,402035.86,2023_1000_200_weekly_one_maximum_weekly_31600,2023,1000,200,weekly_one,maximum_weekly_31600,109418,e9fbeef9665a3bcd4c7a4a9600244171d86f4fa45126b1e5ca1ab47ff742c840,reference,0,0,0,0,0
170,170,0,170,True,109418,34000.0,265805.45,68590.73,334396.18,2023_1000_200_weekly_one_maximum_weekly_31600,2023,1000,200,weekly_one,maximum_weekly_31600,109418,e9fbeef9665a3bcd4c7a4a9600244171d86f4fa45126b1e5ca1ab47ff742c840,max_headroom,0,27200.0,25074.05,-41524.05,-67639.68
170,76,94,142,True,109418,34000.0,58754.65,84163.64,142918.29,2023_1000_200_weekly_one_maximum_weekly_31600,2023,1000,200,weekly_one,maximum_weekly_31600,109418,e9fbeef9665a3bcd4c7a4a9600244171d86f4fa45126b1e5ca1ab47ff742c840,round_robin,0,27200.0,29200.0,-248574.85,-259117.57
36,20,16,20,False,109800,7200.0,220800.0,180835.86,401635.86,2023_1000_200_weekly_one_minimum_calendar_month_30000,2023,1000,200,weekly_one,minimum_calendar_month_30000,109800,ef04ee710b8cbf827f6930f26089120213e19ffdbe722f69e0fd448fd4d2dc64,reference,0,0,0,0,0
180,180,0,180,True,109800,36000.0,179000.0,187902.05,366902.05,2023_1000_200_weekly_one_minimum_calendar_month_30000,2023,1000,200,weekly_one,minimum_calendar_month_30000,109800,ef04ee710b8cbf827f6930f26089120213e19ffdbe722f69e0fd448fd4d2dc64,max_headroom,0,28800.0,24800.0,-41800.0,-34733.81
180,95,85,153,True,109800,36000.0,27500.0,147056.09,174556.09,2023_1000_200_weekly_one_minimum_calendar_month_30000,2023,1000,200,weekly_one,minimum_calendar_month_30000,109800,ef04ee710b8cbf827f6930f26089120213e19ffdbe722f69e0fd448fd4d2dc64,round_robin,0,28800.0,31200.0,-193300.0,-227079.77
43,14,29,16,False,66129,8600.0,151400.0,62902.29,214302.29,2023_5000_0_monthly_one_minimum_daily_31900,2023,5000,0,monthly_one,minimum_daily_31900,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,reference,0,0,0,0,0
215,215,0,215,True,66129,43000.0,105000.0,1500.0,106500.0,2023_5000_0_monthly_one_minimum_daily_31900,2023,5000,0,monthly_one,minimum_daily_31900,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,max_headroom,0,34400.0,12500.0,-46400.0,-107802.29
215,77,138,120,True,66129,43000.0,-43000.0,76573.2,33573.2,2023_5000_0_monthly_one_minimum_daily_31900,2023,5000,0,monthly_one,minimum_daily_31900,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,round_robin,0,34400.0,38000.0,-194400.0,-180729.09
43,14,29,16,False,66129,8600.0,157479.65,53581.55,211061.2,2023_5000_0_monthly_one_maximum_weekly_31600,2023,5000,0,monthly_one,maximum_weekly_31600,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,reference,0,0,0,0,0
215,215,0,215,True,66129,43000.0,121524.3,45081.13,166605.43,2023_5000_0_monthly_one_maximum_weekly_31600,2023,5000,0,monthly_one,maximum_weekly_31600,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,max_headroom,0,34400.0,12179.3,-35955.35,-44455.77
215,77,138,120,True,66129,43000.0,-43000.0,76573.2,33573.2,2023_5000_0_monthly_one_maximum_weekly_31600,2023,5000,0,monthly_one,maximum_weekly_31600,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,round_robin,0,34400.0,38000.0,-200479.65,-177488.0
43,14,29,16,False,66129,8600.0,110400.0,103902.29,214302.29,2023_5000_0_monthly_one_minimum_calendar_month_30000,2023,5000,0,monthly_one,minimum_calendar_month_30000,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,reference,0,0,0,0,0
215,215,0,215,True,66129,43000.0,78500.0,110165.72,188665.72,2023_5000_0_monthly_one_minimum_calendar_month_30000,2023,5000,0,monthly_one,minimum_calendar_month_30000,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,max_headroom,0,34400.0,11000.0,-31900.0,-25636.57
215,77,138,120,True,66129,43000.0,-34500.0,69073.2,34573.2,2023_5000_0_monthly_one_minimum_calendar_month_30000,2023,5000,0,monthly_one,minimum_calendar_month_30000,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,round_robin,0,34400.0,32500.0,-144900.0,-179729.09
40,20,20,20,False,122512,8000.0,315500.0,89192.39,404692.39,2023_5000_0_weekly_one_minimum_daily_31900,2023,5000,0,weekly_one,minimum_daily_31900,122512,0aa21523e23f480fc98a72e799da3fe6db71cd5776cf73d96f8c8213cce0208f,reference,0,0,0,0,0
200,200,0,200,True,122512,40000.0,259000.0,8342.69,267342.69,2023_5000_0_weekly_one_minimum_daily_31900,2023,5000,0,weekly_one,minimum_daily_31900,122512,0aa21523e23f480fc98a72e799da3fe6db71cd5776cf73d96f8c8213cce0208f,max_headroom,0,32000.0,30500.0,-56500.0,-137349.7
200,94,106,144,True,122512,40000.0,18500.0,146556.44,165056.44,2023_5000_0_weekly_one_minimum_daily_31900,2023,5000,0,weekly_one,minimum_daily_31900,122512,0aa21523e23f480fc98a72e799da3fe6db71cd5776cf73d96f8c8213cce0208f,round_robin,0,32000.0,32000.0,-297000.0,-239635.95
37,20,17,20,False,122735,7400.0,328545.55,94706.36,423251.91,2023_5000_0_weekly_one_maximum_weekly_31600,2023,5000,0,weekly_one,maximum_weekly_31600,122735,772e9a8bdfe69aa99d4696f75a894a7bd73673e18bf9b81bf8c04e224f8ce669,reference,0,0,0,0,0
185,185,0,185,True,122735,37000.0,287977.25,60820.87,348798.12,2023_5000_0_weekly_one_maximum_weekly_31600,2023,5000,0,weekly_one,maximum_weekly_31600,122735,772e9a8bdfe69aa99d4696f75a894a7bd73673e18bf9b81bf8c04e224f8ce669,max_headroom,0,29600.0,29839.15,-40568.3,-74453.79
185,81,104,144,True,122735,37000.0,63419.05,152524.78,215943.83,2023_5000_0_weekly_one_maximum_weekly_31600,2023,5000,0,weekly_one,maximum_weekly_31600,122735,772e9a8bdfe69aa99d4696f75a894a7bd73673e18bf9b81bf8c04e224f8ce669,round_robin,0,29600.0,32000.0,-265126.5,-207308.08
40,20,20,20,False,123358,8000.0,231000.0,191651.91,422651.91,2023_5000_0_weekly_one_minimum_calendar_month_30000,2023,5000,0,weekly_one,minimum_calendar_month_30000,123358,21f06f3337a7f448b8f2c9fe2414c75d1dd2f347e99cb832b1c46f229a55d0a4,reference,0,0,0,0,0
200,200,0,200,True,123358,40000.0,186500.0,198415.8,384915.8,2023_5000_0_weekly_one_minimum_calendar_month_30000,2023,5000,0,weekly_one,minimum_calendar_month_30000,123358,21f06f3337a7f448b8f2c9fe2414c75d1dd2f347e99cb832b1c46f229a55d0a4,max_headroom,0,32000.0,28500.0,-44500.0,-37736.11
200,82,118,157,True,123358,40000.0,45500.0,98299.24,143799.24,2023_5000_0_weekly_one_minimum_calendar_month_30000,2023,5000,0,weekly_one,minimum_calendar_month_30000,123358,21f06f3337a7f448b8f2c9fe2414c75d1dd2f347e99cb832b1c46f229a55d0a4,round_robin,0,32000.0,34000.0,-185500.0,-278852.67
43,14,29,16,False,66129,8600.0,151400.0,62902.29,214302.29,2023_5000_200_monthly_one_minimum_daily_31900,2023,5000,200,monthly_one,minimum_daily_31900,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,reference,0,0,0,0,0
215,215,0,215,True,66129,43000.0,105000.0,1500.0,106500.0,2023_5000_200_monthly_one_minimum_daily_31900,2023,5000,200,monthly_one,minimum_daily_31900,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,max_headroom,0,34400.0,9100.0,-46400.0,-107802.29
215,77,138,120,True,66129,43000.0,-43000.0,76573.2,33573.2,2023_5000_200_monthly_one_minimum_daily_31900,2023,5000,200,monthly_one,minimum_daily_31900,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,round_robin,0,34400.0,29600.0,-194400.0,-180729.09
43,14,29,16,False,66129,8600.0,157479.65,53581.55,211061.2,2023_5000_200_monthly_one_maximum_weekly_31600,2023,5000,200,monthly_one,maximum_weekly_31600,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,reference,0,0,0,0,0
215,215,0,215,True,66129,43000.0,121524.3,45081.13,166605.43,2023_5000_200_monthly_one_maximum_weekly_31600,2023,5000,200,monthly_one,maximum_weekly_31600,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,max_headroom,0,34400.0,8779.3,-35955.35,-44455.77
215,77,138,120,True,66129,43000.0,-43000.0,76573.2,33573.2,2023_5000_200_monthly_one_maximum_weekly_31600,2023,5000,200,monthly_one,maximum_weekly_31600,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,round_robin,0,34400.0,29600.0,-200479.65,-177488.0
43,14,29,16,False,66129,8600.0,110400.0,103902.29,214302.29,2023_5000_200_monthly_one_minimum_calendar_month_30000,2023,5000,200,monthly_one,minimum_calendar_month_30000,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,reference,0,0,0,0,0
215,215,0,215,True,66129,43000.0,78500.0,110165.72,188665.72,2023_5000_200_monthly_one_minimum_calendar_month_30000,2023,5000,200,monthly_one,minimum_calendar_month_30000,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,max_headroom,0,34400.0,7800.0,-31900.0,-25636.57
215,77,138,120,True,66129,43000.0,-34500.0,69073.2,34573.2,2023_5000_200_monthly_one_minimum_calendar_month_30000,2023,5000,200,monthly_one,minimum_calendar_month_30000,66129,e7132f5b3248f414367c77e42102a560670eb8791a750798cc26420e4e9407d4,round_robin,0,34400.0,24900.0,-144900.0,-179729.09
36,20,16,20,False,130190,7200.0,359300.0,106152.56,465452.56,2023_5000_200_weekly_one_minimum_daily_31900,2023,5000,200,weekly_one,minimum_daily_31900,130190,7dbf687186677a0f7af5c3f92797d737da2f184d3c3eb4dfe4e0c843439d3e69,reference,0,0,0,0,0
180,180,0,180,True,130190,36000.0,284000.0,0.0,284000.0,2023_5000_200_weekly_one_minimum_daily_31900,2023,5000,200,weekly_one,minimum_daily_31900,130190,7dbf687186677a0f7af5c3f92797d737da2f184d3c3eb4dfe4e0c843439d3e69,max_headroom,0,28800.0,28800.0,-75300.0,-181452.56
180,89,91,173,True,130190,36000.0,61500.0,82693.15,144193.15,2023_5000_200_weekly_one_minimum_daily_31900,2023,5000,200,weekly_one,minimum_daily_31900,130190,7dbf687186677a0f7af5c3f92797d737da2f184d3c3eb4dfe4e0c843439d3e69,round_robin,0,28800.0,28800.0,-297800.0,-321259.41
36,20,16,20,False,130190,7200.0,370746.2,94706.36,465452.56,2023_5000_200_weekly_one_maximum_weekly_31600,2023,5000,200,weekly_one,maximum_weekly_31600,130190,7dbf687186677a0f7af5c3f92797d737da2f184d3c3eb4dfe4e0c843439d3e69,reference,0,0,0,0,0
180,180,0,180,True,130190,36000.0,318473.3,95675.93,414149.23,2023_5000_200_weekly_one_maximum_weekly_31600,2023,5000,200,weekly_one,maximum_weekly_31600,130190,7dbf687186677a0f7af5c3f92797d737da2f184d3c3eb4dfe4e0c843439d3e69,max_headroom,0,28800.0,28800.0,-52272.9,-51303.33
180,89,91,173,True,130190,36000.0,95007.45,69096.97,164104.42,2023_5000_200_weekly_one_maximum_weekly_31600,2023,5000,200,weekly_one,maximum_weekly_31600,130190,7dbf687186677a0f7af5c3f92797d737da2f184d3c3eb4dfe4e0c843439d3e69,round_robin,0,28800.0,28800.0,-275738.75,-301348.14
36,20,16,20,False,130190,7200.0,252800.0,212652.56,465452.56,2023_5000_200_weekly_one_minimum_calendar_month_30000,2023,5000,200,weekly_one,minimum_calendar_month_30000,130190,7dbf687186677a0f7af5c3f92797d737da2f184d3c3eb4dfe4e0c843439d3e69,reference,0,0,0,0,0
180,180,0,180,True,130190,36000.0,204500.0,206736.8,411236.8,2023_5000_200_weekly_one_minimum_calendar_month_30000,2023,5000,200,weekly_one,minimum_calendar_month_30000,130190,7dbf687186677a0f7af5c3f92797d737da2f184d3c3eb4dfe4e0c843439d3e69,max_headroom,0,28800.0,28800.0,-48300.0,-54215.76
180,83,97,173,True,130190,36000.0,103000.0,71414.4,174414.4,2023_5000_200_weekly_one_minimum_calendar_month_30000,2023,5000,200,weekly_one,minimum_calendar_month_30000,130190,7dbf687186677a0f7af5c3f92797d737da2f184d3c3eb4dfe4e0c843439d3e69,round_robin,0,28800.0,28800.0,-149800.0,-291038.16
