initial_cash,monthly_funding,acquisition,withdrawal,cadence,headroom,reserve_25k,reserve_50k,ongoing_25k,ongoing_50k,ongoing_delta_50k_minus_25k,total_25k,total_50k,total_delta_50k_minus_25k
1000,0,monthly_current_slot_replacements,maximum,daily,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,daily,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,daily,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,daily,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,daily,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,daily,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,daily,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,daily,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,daily,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,0,25100.0,50100.0,-1000.0,-975.35,24.65,-1000.0,-975.35,24.65
1000,0,monthly_current_slot_replacements,maximum,weekly,100,25200.0,50200.0,-1000.0,-975.35,24.65,-1000.0,-975.35,24.65
1000,0,monthly_current_slot_replacements,maximum,weekly,200,25300.0,50300.0,-1000.0,-975.35,24.65,-1000.0,-975.35,24.65
1000,0,monthly_current_slot_replacements,maximum,weekly,300,25400.0,50400.0,-1000.0,-975.35,24.65,-1000.0,-975.35,24.65
1000,0,monthly_current_slot_replacements,maximum,weekly,400,25500.0,50500.0,-1000.0,-975.35,24.65,-1000.0,-975.35,24.65
1000,0,monthly_current_slot_replacements,maximum,weekly,500,25600.0,50600.0,-1000.0,-975.35,24.65,-1000.0,-975.35,24.65
1000,0,monthly_current_slot_replacements,maximum,weekly,1000,26100.0,51100.0,-1000.0,-975.35,24.65,-1000.0,-975.35,24.65
1000,0,monthly_current_slot_replacements,maximum,weekly,2000,27100.0,52100.0,-1000.0,-975.35,24.65,-1000.0,-975.35,24.65
1000,0,monthly_current_slot_replacements,maximum,weekly,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,maximum,weekly,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,0,25100.0,50100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,100,25200.0,50200.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,200,25300.0,50300.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,300,25400.0,50400.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,400,25500.0,50500.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,500,25600.0,50600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,1000,26100.0,51100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,2000,27100.0,52100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,calendar_month,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,0,25100.0,50100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,100,25200.0,50200.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,200,25300.0,50300.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,300,25400.0,50400.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,400,25500.0,50500.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,500,25600.0,50600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,1000,26100.0,51100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,2000,27100.0,52100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,daily,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,0,25100.0,50100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,100,25200.0,50200.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,200,25300.0,50300.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,300,25400.0,50400.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,400,25500.0,50500.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,500,25600.0,50600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,1000,26100.0,51100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,2000,27100.0,52100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_current_slot_replacements,minimum,weekly,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,0,25100.0,50100.0,78804.5,-857.45,-79661.95,80304.5,-857.45,-81161.95
1000,0,monthly_one,maximum,calendar_month,100,25200.0,50200.0,78304.55,-857.45,-79162.0,79804.55,-857.45,-80662.0
1000,0,monthly_one,maximum,calendar_month,200,25300.0,50300.0,77804.55,-857.45,-78662.0,79304.55,-857.45,-80162.0
1000,0,monthly_one,maximum,calendar_month,300,25400.0,50400.0,83326.25,-857.45,-84183.7,84826.25,-857.45,-85683.7
1000,0,monthly_one,maximum,calendar_month,400,25500.0,50500.0,82826.25,-857.45,-83683.7,84326.25,-857.45,-85183.7
1000,0,monthly_one,maximum,calendar_month,500,25600.0,50600.0,82326.25,-857.45,-83183.7,83826.25,-857.45,-84683.7
1000,0,monthly_one,maximum,calendar_month,600,25700.0,50700.0,81826.25,-857.45,-82683.7,83326.25,-857.45,-84183.7
1000,0,monthly_one,maximum,calendar_month,700,25800.0,50800.0,89312.95,-857.45,-90170.4,90812.95,-857.45,-91670.4
1000,0,monthly_one,maximum,calendar_month,800,25900.0,50900.0,88812.95,-857.45,-89670.4,90312.95,-857.45,-91170.4
1000,0,monthly_one,maximum,calendar_month,900,26000.0,51000.0,88312.95,-857.45,-89170.4,89812.95,-857.45,-90670.4
1000,0,monthly_one,maximum,calendar_month,1000,26100.0,51100.0,87812.95,-857.45,-88670.4,89312.95,-857.45,-90170.4
1000,0,monthly_one,maximum,calendar_month,1100,26200.0,51200.0,93052.1,-857.45,-93909.55,94552.1,-857.45,-95409.55
1000,0,monthly_one,maximum,calendar_month,1200,26300.0,51300.0,90894.75,-857.45,-91752.2,92394.75,-857.45,-93252.2
1000,0,monthly_one,maximum,calendar_month,1300,26400.0,51400.0,90609.25,-857.45,-91466.7,92109.25,-857.45,-92966.7
1000,0,monthly_one,maximum,calendar_month,1400,26500.0,51500.0,-835.05,-857.45,-22.4,-835.05,-857.45,-22.4
1000,0,monthly_one,maximum,calendar_month,1500,26600.0,51600.0,87347.2,-857.45,-88204.65,88847.2,-857.45,-89704.65
1000,0,monthly_one,maximum,calendar_month,2000,27100.0,52100.0,-957.45,-857.45,100.0,-957.45,-857.45,100.0
1000,0,monthly_one,maximum,calendar_month,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,calendar_month,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,0,25100.0,50100.0,60007.65,155402.52,95394.87,60007.65,155402.52,95394.87
1000,0,monthly_one,maximum,daily,100,25200.0,50200.0,59840.7,155102.55,95261.85,59840.7,155102.55,95261.85
1000,0,monthly_one,maximum,daily,200,25300.0,50300.0,59540.7,154802.55,95261.85,59540.7,154802.55,95261.85
1000,0,monthly_one,maximum,daily,300,25400.0,50400.0,59200.6,154502.55,95301.95,59200.6,154502.55,95301.95
1000,0,monthly_one,maximum,daily,400,25500.0,50500.0,58800.6,154202.55,95401.95,58800.6,154202.55,95401.95
1000,0,monthly_one,maximum,daily,500,25600.0,50600.0,58400.6,153902.55,95501.95,58400.6,153902.55,95501.95
1000,0,monthly_one,maximum,daily,1000,26100.0,51100.0,57669.95,146652.65,88982.7,57669.95,146652.65,88982.7
1000,0,monthly_one,maximum,daily,1500,26600.0,51600.0,56696.35,149824.15,93127.8,56696.35,149824.15,93127.8
1000,0,monthly_one,maximum,daily,1600,26700.0,51700.0,61444.0,145860.0,84416.0,61444.0,145860.0,84416.0
1000,0,monthly_one,maximum,daily,1700,26800.0,51800.0,70681.5,202683.75,132002.25,70681.5,202683.75,132002.25
1000,0,monthly_one,maximum,daily,1800,26900.0,51900.0,60829.7,147210.6,86380.9,60829.7,147210.6,86380.9
1000,0,monthly_one,maximum,daily,1900,27000.0,52000.0,99721.35,199282.6,99561.25,99721.35,199282.6,99561.25
1000,0,monthly_one,maximum,daily,2000,27100.0,52100.0,92132.2,147742.05,55609.85,92132.2,147742.05,55609.85
1000,0,monthly_one,maximum,daily,2100,27200.0,52200.0,137590.15,208041.75,70451.6,137590.15,208041.75,70451.6
1000,0,monthly_one,maximum,daily,2200,27300.0,52300.0,122534.6,211163.5,88628.9,122534.6,211163.5,88628.9
1000,0,monthly_one,maximum,daily,2300,27400.0,52400.0,120266.4,-763.95,-121030.35,120266.4,-763.95,-121030.35
1000,0,monthly_one,maximum,daily,2400,27500.0,52500.0,-883.8,-848.55,35.25,-883.8,-848.55,35.25
1000,0,monthly_one,maximum,daily,2500,27600.0,52600.0,148363.85,248723.55,100359.7,149863.85,248723.55,98859.7
1000,0,monthly_one,maximum,daily,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,5000,30100.0,55100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,6000,31100.0,56100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,6500,31600.0,56600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,6800,31900.0,56900.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,7000,32100.0,57100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,8000,33100.0,58100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,9000,34100.0,59100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,10000,35100.0,60100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,12500,37600.0,62600.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,daily,15000,40100.0,65100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,weekly,0,25100.0,50100.0,58369.15,174925.48,116556.33,58369.15,174925.48,116556.33
1000,0,monthly_one,maximum,weekly,1000,26100.0,51100.0,56486.75,167830.2,111343.45,56486.75,167830.2,111343.45
1000,0,monthly_one,maximum,weekly,1500,26600.0,51600.0,61596.8,161483.85,99887.05,61596.8,161483.85,99887.05
1000,0,monthly_one,maximum,weekly,1600,26700.0,51700.0,62118.75,155233.3,93114.55,62118.75,155233.3,93114.55
1000,0,monthly_one,maximum,weekly,1700,26800.0,51800.0,57901.95,157531.95,99630.0,57901.95,157531.95,99630.0
1000,0,monthly_one,maximum,weekly,1800,26900.0,51900.0,55172.6,155231.95,100059.35,55172.6,155231.95,100059.35
1000,0,monthly_one,maximum,weekly,1900,27000.0,52000.0,76316.1,144052.25,67736.15,76316.1,144052.25,67736.15
1000,0,monthly_one,maximum,weekly,2000,27100.0,52100.0,151160.9,268478.15,117317.25,151160.9,268478.15,117317.25
1000,0,monthly_one,maximum,weekly,2100,27200.0,52200.0,142973.95,265221.2,122247.25,142973.95,265221.2,122247.25
1000,0,monthly_one,maximum,weekly,2200,27300.0,52300.0,140573.95,260190.25,119616.3,140573.95,260190.25,119616.3
1000,0,monthly_one,maximum,weekly,2300,27400.0,52400.0,138020.5,254552.25,116531.75,138020.5,254552.25,116531.75
1000,0,monthly_one,maximum,weekly,2400,27500.0,52500.0,148660.8,254084.7,105423.9,148660.8,254084.7,105423.9
1000,0,monthly_one,maximum,weekly,2500,27600.0,52600.0,145838.55,250051.5,104212.95,147217.5,250051.5,102834.0
1000,0,monthly_one,maximum,weekly,3000,28100.0,53100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,weekly,4000,29100.0,54100.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
1000,0,monthly_one,maximum,weekly,4900,30000.0,55000.0,-1000.0,-1000.0,0.0,-1000.0,-1000.0,0.0
