arm,strategy,risk_reward,case,start,end,survived,breached,trade_key,interval_start,exit,accepted,closed,open_at_end,minimum_headroom_usd,quarter_net_pnl_usd,selection_sha256
RR:0.50,RR,0.50,3m_2022-07-01,2022-07-01T00:00:00,2022-10-01T00:00:00,True,False,,,,423,423,0,1262.30,2494.85,29f3bdbff4a488f297125ce9fdb53c5b694665de2fd1f319a5a379e7dc602316
RR:0.50,RR,0.50,3m_2022-10-01,2022-10-01T00:00:00,2023-01-01T00:00:00,True,False,,,,391,391,0,326.25,-752.55,7cb5a2f4974b71e176d625c78feffb9096274d8fd43b121842208aab783c7af8
RR:0.50,RR,0.50,3m_2023-01-01,2023-01-01T00:00:00,2023-04-01T00:00:00,True,False,,,,372,372,0,797.75,134.40,fa1b816176d2c2f297954bdabf04db2321dedca69d5d58c75bff6086b64c219b
RR:0.50,RR,0.50,3m_2023-04-01,2023-04-01T00:00:00,2023-07-01T00:00:00,True,False,,,,426,426,0,1306.90,219.20,d73a29bdffb323eb32c58243103b93369b1ca86f5685b7bd4a2a258d96e606ad
RR:0.50,RR,0.50,3m_2023-07-01,2023-07-01T00:00:00,2023-10-01T00:00:00,True,False,,,,435,435,0,873.30,-222.25,51e1657e74cdd1e0299147e62dce79ac4a39d6ec353a65488c4c62a2a35eda44
RR:0.50,RR,0.50,3m_2023-10-01,2023-10-01T00:00:00,2024-01-01T00:00:00,False,True,RR0.50:19-20:293:1208,2023-10-30T19:24:40,2023-10-30T20:00:00,407,407,0,-1.75,-462.85,430420f8084d822347f9cac46e41d92537ca72dd54a9f83f11d7b8bc672ee80e
RR:0.50,RR,0.50,3m_2024-01-01,2024-01-01T00:00:00,2024-04-01T00:00:00,True,False,,,,385,385,0,1322.80,1735.25,2da3deaff5c3d7a3edbe966f9bf3e1d84695d42f08bc5a04bdf9d38827a38315
RR:0.50,RR,0.50,3m_2024-04-01,2024-04-01T00:00:00,2024-07-01T00:00:00,True,False,,,,416,416,0,667.00,2183.70,d8e8feb5edd55cad4b480df604a5e25d2017bd4ab9707a08219b2e3771e12497
RR:0.50,RR,0.50,3m_2024-07-01,2024-07-01T00:00:00,2024-10-01T00:00:00,False,True,RR0.50:17-18:272:1385,2024-07-26T17:01:20,2024-07-26T17:08:40,418,418,0,-412.55,2226.10,a1585804abd2baca2ef17c6a46a487f6996eb01a36071762961d4092e5681ebd
RR:0.50,RR,0.50,3m_2024-10-01,2024-10-01T00:00:00,2025-01-01T00:00:00,True,False,,,,379,379,0,1312.45,1717.05,1e65fa46fc942f1d24c0e76abc5a126c9c8e9e8698fefb369542f60b11a875a1
RR:0.50,RR,0.50,3m_2025-01-01,2025-01-01T00:00:00,2025-04-01T00:00:00,True,False,,,,393,393,0,942.85,723.85,c28e037d656bb8dcbf5283391e44e099d5511ff3145dec0a63e381d522753674
RR:0.50,RR,0.50,3m_2025-04-01,2025-04-01T00:00:00,2025-07-01T00:00:00,False,True,RR0.50:2-3:472:1797,2025-04-07T02:34:40,2025-04-07T04:30:00,405,405,0,-341.80,4763.25,a23c15af17ffa8e1afd1abb5b969c98e6d0f175791a49d2cd13e71e25cba82f5
RR:0.50,RR,0.50,3m_2025-07-01,2025-07-01T00:00:00,2025-10-01T00:00:00,True,False,,,,424,424,0,718.95,303.80,1ca4c764d105a6a944b78dfc36c779e1ad46a7635e04e2d8d05becb2475312ce
RR:0.50,RR,0.50,3m_2025-10-01,2025-10-01T00:00:00,2026-01-01T00:00:00,True,False,,,,407,407,0,1462.70,1582.65,dcd8e00d81c5ca2dc56a1c5b9b367526d11fda86b2c23c0c5e6b704fca78d6fe
RR:0.50,RR,0.50,3m_2026-01-01,2026-01-01T00:00:00,2026-04-01T00:00:00,True,False,,,,406,406,0,249.10,-237.30,c4ee82677316adffa74441dcff98c67ad0d99124035570986505004c6389904c
RR:0.50,RR,0.50,3m_2026-04-01,2026-04-01T00:00:00,2026-07-01T00:00:00,True,False,,,,408,408,0,618.60,4645.10,23cf1ef616fa657871e719dff18bab7dd143d68c8de017e7e6790a764acb9525
RR:0.59,RR,0.59,3m_2020-01-01,2020-01-01T00:00:00,2020-04-01T00:00:00,True,False,,,,375,375,0,1208.25,1293.25,ae293121cb04ed5010997c079033319fcae622089f2ce31f8cb82237ab9e6614
RR:0.59,RR,0.59,3m_2020-04-01,2020-04-01T00:00:00,2020-07-01T00:00:00,True,False,,,,390,390,0,1289.50,635.00,d46c795d8d9c15c70eec97340335c3dcdcffe3e2200cc7ca7fe7dbbd4693fd93
RR:0.59,RR,0.59,3m_2020-07-01,2020-07-01T00:00:00,2020-10-01T00:00:00,True,False,,,,389,389,0,1422.40,1741.05,e2a2ccb0a39f1d3a4a3cd7ad571ff1a5cb758da170561a32b6fe8d1975ab377d
RR:0.59,RR,0.59,3m_2020-10-01,2020-10-01T00:00:00,2021-01-01T00:00:00,True,False,,,,376,376,0,818.30,-637.80,33d7778c1b25c9371417c50ade9841b4b060509f418064aee1d7c0398ba91ce6
RR:0.59,RR,0.59,3m_2021-01-01,2021-01-01T00:00:00,2021-04-01T00:00:00,True,False,,,,376,376,0,154.10,-384.80,dac68f6ea0014c4c67ff91fa6256e6ed0cca39af14f3efee137ea2b28ee68093
RR:0.59,RR,0.59,3m_2021-04-01,2021-04-01T00:00:00,2021-07-01T00:00:00,False,True,RR0.59:16-17:202:552,2021-05-19T16:32:40,2021-05-19T17:30:00,398,398,0,-985.20,-1975.90,762f852a9af550044a9eeb90f08ff7427352dc7fe212cb08351fc17b3efa457f
RR:0.59,RR,0.59,3m_2021-07-01,2021-07-01T00:00:00,2021-10-01T00:00:00,True,False,,,,391,391,0,1291.85,-73.05,49ab70c218cdb7612c913430f2b6370e492c3ce543132281d71c9a46fca5f7d1
RR:0.59,RR,0.59,3m_2021-10-01,2021-10-01T00:00:00,2022-01-01T00:00:00,True,False,,,,376,376,0,1355.90,619.20,7b08b8645c89e4defe76e16581e43d758020a613de488d25fc9bc8d41b36d927
RR:0.59,RR,0.59,3m_2022-01-01,2022-01-01T00:00:00,2022-04-01T00:00:00,True,False,,,,385,385,0,476.10,3710.75,7aed78f4996c58e6da9b7641ff5b593c0d436560c258866ccb9ef291d69bb2a1
RR:0.59,RR,0.59,3m_2022-04-01,2022-04-01T00:00:00,2022-07-01T00:00:00,False,True,RR0.59:12-13:187:744,2022-05-12T12:47:40,2022-05-12T14:48:40,418,418,0,-1253.75,-2682.90,2a2c9328ab6b0e48b23a44fbbce294f7e88d897d5f70face574d02c0ee5b91ab
RR:0.59,RR,0.59,3m_2022-07-01,2022-07-01T00:00:00,2022-10-01T00:00:00,True,False,,,,413,413,0,1307.30,2717.35,cb9cb5eea5df132dcf389143db8755c91e561de9ca797399515ed24d673a294b
RR:0.59,RR,0.59,3m_2022-10-01,2022-10-01T00:00:00,2023-01-01T00:00:00,True,False,,,,385,385,0,689.80,-420.75,e33d5f8993c2495484019454a77344a0e488f7b3c1fb005b6c698b1347f6fe66
RR:0.59,RR,0.59,3m_2023-01-01,2023-01-01T00:00:00,2023-04-01T00:00:00,True,False,,,,360,360,0,1071.50,714.00,50d01a3b089ca8448cb0ac1f502264142eb3a790a628e3354c1032f118038259
RR:0.59,RR,0.59,3m_2023-04-01,2023-04-01T00:00:00,2023-07-01T00:00:00,True,False,,,,415,415,0,1313.90,759.25,64952df5f1fef4bc7d00623df942941d2d3010d39c2f05f5060b94474b8ed8bf
RR:0.59,RR,0.59,3m_2023-07-01,2023-07-01T00:00:00,2023-10-01T00:00:00,True,False,,,,427,427,0,982.45,-81.35,f188c986b7d799507ab5e6166524da1c52445911040870e94a511d8cecadb020
RR:0.59,RR,0.59,3m_2023-10-01,2023-10-01T00:00:00,2024-01-01T00:00:00,True,False,,,,388,388,0,57.25,-237.40,261ce04556b2e2e8033abb83e02659440acb0fcef6bdc7c482ab187c54caf424
RR:0.59,RR,0.59,3m_2024-01-01,2024-01-01T00:00:00,2024-04-01T00:00:00,True,False,,,,377,377,0,1325.85,1879.15,f955571b24c46c2aaba775e756750c959feb23ccd4d05bad71e0cbb889062fde
RR:0.59,RR,0.59,3m_2024-04-01,2024-04-01T00:00:00,2024-07-01T00:00:00,True,False,,,,409,409,0,863.45,2344.05,5bed3c8ddc6913df140660dd4acecf4ca0e73a40db217762228e541b9bf3c78d
RR:0.59,RR,0.59,3m_2024-07-01,2024-07-01T00:00:00,2024-10-01T00:00:00,True,False,,,,400,400,0,4.55,2624.00,6624236286eee74b648e14933edcad63f16386d2f870be73e8488b1dd0219af8
RR:0.59,RR,0.59,3m_2024-10-01,2024-10-01T00:00:00,2025-01-01T00:00:00,True,False,,,,368,368,0,1289.80,1426.10,b8a9ccc82c847372c79bbf953cdadcd8fac3344ca98f96a059e5744b1c10af54
RR:0.59,RR,0.59,3m_2025-01-01,2025-01-01T00:00:00,2025-04-01T00:00:00,True,False,,,,389,389,0,1059.40,658.55,1ea1a424c06a90e4dc32b3e1a4a605ec2ede5e4463825e7da9f8dc20184cfc64
RR:0.59,RR,0.59,3m_2025-04-01,2025-04-01T00:00:00,2025-07-01T00:00:00,False,True,RR0.59:2-3:472:1797,2025-04-07T02:34:40,2025-04-07T04:30:00,397,397,0,-204.80,4379.65,f58d59a462add1c7fdc0efe73a635187e0dc04292f35ca1ad8caa297b5b1cc30
RR:0.59,RR,0.59,3m_2025-07-01,2025-07-01T00:00:00,2025-10-01T00:00:00,True,False,,,,415,415,0,517.60,122.25,111ae48f8365caceccd2852cb4a8bb7163543dc02f29f583c55ae9dc337f0558
RR:0.59,RR,0.59,3m_2025-10-01,2025-10-01T00:00:00,2026-01-01T00:00:00,True,False,,,,390,390,0,1462.70,1761.00,6c5a7639dedaa60386b07ff42600a5e9c017c5dbcba9133b4b104ca994cfc01d
RR:0.59,RR,0.59,3m_2026-01-01,2026-01-01T00:00:00,2026-04-01T00:00:00,False,True,RR0.59:16-17:853:2436,2026-03-26T16:00:40,2026-03-26T16:39:40,398,398,0,-381.20,-856.40,375d6432c14a3988a0247270e90797263f49a907089fe0d69a1a796658cafdf9
RR:0.59,RR,0.59,3m_2026-04-01,2026-04-01T00:00:00,2026-07-01T00:00:00,True,False,,,,398,398,0,545.60,5356.10,a06833a6ea139093c85ca1470d2d6d398a99658c04e681a88395de2e6d4ad017
RR:0.60,RR,0.60,3m_2020-01-01,2020-01-01T00:00:00,2020-04-01T00:00:00,True,False,,,,375,375,0,1212.75,1451.75,f1465e78e0c09d6ab4b5a85509d76233042dfb22f64f04b6877511e6daaf519c
RR:0.60,RR,0.60,3m_2020-04-01,2020-04-01T00:00:00,2020-07-01T00:00:00,True,False,,,,389,389,0,1289.50,458.05,b8f1aed3a6043d9bce1a8f23090e446d1c0f015c3d5695a2011379e0092dc0b1
RR:0.60,RR,0.60,3m_2020-07-01,2020-07-01T00:00:00,2020-10-01T00:00:00,True,False,,,,389,389,0,1422.40,1757.55,294cfa3622f12b8a81ee02bf320cc02c9f49955def76bcc17cca08ccfa4ba4aa
RR:0.60,RR,0.60,3m_2020-10-01,2020-10-01T00:00:00,2021-01-01T00:00:00,True,False,,,,373,373,0,676.40,-749.65,54c0e86ae5ccedf2040b0370567975e62eb37aefefa045430a1b5763e5a730d9
RR:0.60,RR,0.60,3m_2021-01-01,2021-01-01T00:00:00,2021-04-01T00:00:00,True,False,,,,374,374,0,168.65,-394.20,2aacbe4ff82ebd93666deb95cf2ee740185f4d5411b8e071482737b03070285c
RR:0.60,RR,0.60,3m_2021-04-01,2021-04-01T00:00:00,2021-07-01T00:00:00,False,True,RR0.60:5-6:86:435,2021-05-27T06:07:40,2021-05-27T06:07:40,398,398,0,-957.70,-1948.40,b7149502dec62c24798497efe6175b90c492dc4ad276b502d78e3a1fc69a12cf
RR:0.60,RR,0.60,3m_2021-07-01,2021-07-01T00:00:00,2021-10-01T00:00:00,True,False,,,,388,388,0,1291.85,-17.40,822b52d0c97809c40b32fed01a120a5fb5beff63bc06749d310a8d0d69f14586
RR:0.60,RR,0.60,3m_2021-10-01,2021-10-01T00:00:00,2022-01-01T00:00:00,True,False,,,,375,375,0,1355.90,633.75,b0710a95ab8669119a1dc7c54d0c3b87460200b5abaf46e10233b0f1822fb453
RR:0.60,RR,0.60,3m_2022-01-01,2022-01-01T00:00:00,2022-04-01T00:00:00,True,False,,,,383,383,0,476.10,3561.35,418e67b3a915d97ce4d3da7c9948842c393898fee3dde1deebc97785a7899ccb
RR:0.60,RR,0.60,3m_2022-04-01,2022-04-01T00:00:00,2022-07-01T00:00:00,False,True,RR0.60:12-13:187:744,2022-05-12T12:47:40,2022-05-12T14:48:40,417,417,0,-1199.70,-2628.85,0deca39566cdc36cb161aa6efffacc0e03e0f02694e30eb88e03ec6fd286fff3
RR:0.60,RR,0.60,3m_2022-07-01,2022-07-01T00:00:00,2022-10-01T00:00:00,True,False,,,,413,413,0,1307.30,2782.35,1ed40303fb9613f21afab783498b0e54953297b2c2d59761578344a2d7e158c7
RR:0.60,RR,0.60,3m_2022-10-01,2022-10-01T00:00:00,2023-01-01T00:00:00,True,False,,,,385,385,0,692.90,-398.25,0d50134c41c490ee143ed6da269ae26eb91e548182e1a32b1ae35c774aaa615f
RR:0.60,RR,0.60,3m_2023-01-01,2023-01-01T00:00:00,2023-04-01T00:00:00,True,False,,,,360,360,0,827.50,547.00,85df4b482cc73eb20d5c07ef315c67782625d52531059d4019eef9dcdbbb1e2d
RR:0.60,RR,0.60,3m_2023-04-01,2023-04-01T00:00:00,2023-07-01T00:00:00,True,False,,,,414,414,0,1223.50,661.80,0d724ef7b624faf0736ca4849cbdb3434ba3bf35a044dc9a2152b09ac2e77a64
RR:0.60,RR,0.60,3m_2023-07-01,2023-07-01T00:00:00,2023-10-01T00:00:00,True,False,,,,427,427,0,1019.45,-44.35,7fc947335ea504d9f1a6107191f516e2475776bcd9d7dfd558b3889b9101a767
RR:0.60,RR,0.60,3m_2023-10-01,2023-10-01T00:00:00,2024-01-01T00:00:00,True,False,,,,388,388,0,160.75,-148.40,587da430717ef59bd724696c00408d2e74ca889ffd7ef9a0cfb1e37095d835b2
RR:0.60,RR,0.60,3m_2024-01-01,2024-01-01T00:00:00,2024-04-01T00:00:00,True,False,,,,376,376,0,1325.85,1733.20,0b416495722e0f5ecc1c647ae799e41219f07567ceda07c43a911a281f8766b9
RR:0.60,RR,0.60,3m_2024-04-01,2024-04-01T00:00:00,2024-07-01T00:00:00,True,False,,,,408,408,0,951.00,2450.10,8badb823c2361edd603de43724a1bfd37170d7887c8b32df0eac1062d9991b94
RR:0.60,RR,0.60,3m_2024-07-01,2024-07-01T00:00:00,2024-10-01T00:00:00,True,False,,,,398,398,0,4.55,2863.10,a5950fcfeef165c07058321d2235d439911d3979a751ff7822f95c96f0ba9f84
RR:0.60,RR,0.60,3m_2024-10-01,2024-10-01T00:00:00,2025-01-01T00:00:00,True,False,,,,368,368,0,1305.30,1449.10,35268c2e994dc9fee6482485b39bf5d99110d0be3c55a271cfc79756b37a89de
RR:0.60,RR,0.60,3m_2025-01-01,2025-01-01T00:00:00,2025-04-01T00:00:00,True,False,,,,389,389,0,1042.35,456.05,b07ac82684532d70a687eaa9ec1dc8706173627c0622cc9ce81855d4f7e60e8c
RR:0.60,RR,0.60,3m_2025-04-01,2025-04-01T00:00:00,2025-07-01T00:00:00,False,True,RR0.60:2-3:472:1797,2025-04-07T02:34:40,2025-04-07T04:30:00,397,397,0,-204.80,4379.65,dd0e22a69fc7049c67f0737811c8eee14faad209827e37132704d66dec48bab4
RR:0.60,RR,0.60,3m_2025-07-01,2025-07-01T00:00:00,2025-10-01T00:00:00,True,False,,,,414,414,0,550.10,147.30,4c179726d6affd9ed4f1d70cf0842e523c2ca6849be6cdc58db4c1ec22629b76
RR:0.60,RR,0.60,3m_2025-10-01,2025-10-01T00:00:00,2026-01-01T00:00:00,True,False,,,,390,390,0,1462.70,1835.00,fe4d8fcf25f8202ed5848496128c58fda1ca8dc26ab4061599089672e6df3c9d
RR:0.60,RR,0.60,3m_2026-01-01,2026-01-01T00:00:00,2026-04-01T00:00:00,False,True,RR0.60:20-21:517:1920,2026-03-26T20:00:40,2026-03-26T20:14:40,398,398,0,-300.70,-775.90,c84fcbde456aeb27b1acf7e4429d7ff704d70af05df793496befe0189ec30856
RR:0.60,RR,0.60,3m_2026-04-01,2026-04-01T00:00:00,2026-07-01T00:00:00,True,False,,,,398,398,0,545.60,5506.60,11fb6ca1d04107571d4bde169627a2d5600713d10b795ee1275130735e4bfdc0
RR:0.61,RR,0.61,3m_2020-01-01,2020-01-01T00:00:00,2020-04-01T00:00:00,True,False,,,,374,374,0,1134.30,1380.30,21e9b591b830f8f6bd3cfe11a1b7c5eddb00f1a4cf422629504810d3ebf55ba9
RR:0.61,RR,0.61,3m_2020-04-01,2020-04-01T00:00:00,2020-07-01T00:00:00,True,False,,,,388,388,0,1289.50,370.60,58f07e7238242eded15123a6e4af16224c074240c34d4dc88a2b097d921eafc5
RR:0.61,RR,0.61,3m_2020-07-01,2020-07-01T00:00:00,2020-10-01T00:00:00,True,False,,,,387,387,0,1422.40,1615.15,b0c9464c5c2e3c37df381eb64be12895f605a49721dbbd01c0b781d8ee089414
RR:0.61,RR,0.61,3m_2020-10-01,2020-10-01T00:00:00,2021-01-01T00:00:00,True,False,,,,373,373,0,596.90,-829.15,f1702a48b45e3b5ad7f4399d7ebd79a628b1da506942c74b1569162535bce9f8
RR:0.61,RR,0.61,3m_2021-01-01,2021-01-01T00:00:00,2021-04-01T00:00:00,True,False,,,,372,372,0,245.20,-309.60,c64e9534ec2ce74a837c78148bdfbd8b92a91a77836dc1507b9ea4d5f22f5332
RR:0.61,RR,0.61,3m_2021-04-01,2021-04-01T00:00:00,2021-07-01T00:00:00,False,True,RR0.61:12-13:118:441,2021-05-27T12:52:40,2021-05-27T15:00:00,398,398,0,-876.20,-1855.90,63d57adbef7c19546ee5b8a4a2c70b9a2af7b699821fd78d862d33932e3f8e80
RR:0.61,RR,0.61,3m_2021-07-01,2021-07-01T00:00:00,2021-10-01T00:00:00,True,False,,,,388,388,0,1313.35,-21.40,0de51b53dc2f69dca17c3fe6e1597682d952fe30e1913f6e22e6eca5724e56be
RR:0.61,RR,0.61,3m_2021-10-01,2021-10-01T00:00:00,2022-01-01T00:00:00,True,False,,,,374,374,0,1355.90,623.30,2b6467ec9a41714034d3de92c41ab430a4846ea3d6095c39c99b0a0c5b47d4f1
RR:0.61,RR,0.61,3m_2022-01-01,2022-01-01T00:00:00,2022-04-01T00:00:00,True,False,,,,380,380,0,505.10,3529.50,a1f337b128f6b3136c334d2f18b45738576569a8e5b592fcdbe0fcc34e887517
RR:0.61,RR,0.61,3m_2022-04-01,2022-04-01T00:00:00,2022-07-01T00:00:00,False,True,RR0.61:9-10:216:798,2022-05-12T09:08:40,2022-05-12T09:47:40,414,414,0,-1420.05,-2849.20,88036ec4d73eb90a4d2dff119db2fbc0a9b4454b34dbf081b661b7e26a65ccc1
RR:0.61,RR,0.61,3m_2022-07-01,2022-07-01T00:00:00,2022-10-01T00:00:00,True,False,,,,413,413,0,1307.30,2820.35,411f6c1a2651fa1b6999824662bbcc1547a327bca28ffff7ec1813b3b71d0c58
RR:0.61,RR,0.61,3m_2022-10-01,2022-10-01T00:00:00,2023-01-01T00:00:00,True,False,,,,384,384,0,637.95,-568.70,e4e0fcf745c678a40cdbcc61d8bdf047b830b6e9c9383d9ed466223ee2c10ff7
RR:0.61,RR,0.61,3m_2023-01-01,2023-01-01T00:00:00,2023-04-01T00:00:00,True,False,,,,359,359,0,936.05,674.05,be05d948c1e43a5ecf229d54aaa9d2e241f4402729754eb9e6a55938fad589e8
RR:0.61,RR,0.61,3m_2023-04-01,2023-04-01T00:00:00,2023-07-01T00:00:00,True,False,,,,413,413,0,1313.90,790.85,297a623edd3a55bd7df1f7f91ba059762ecf4a7968eda36070a31a07302727fc
RR:0.61,RR,0.61,3m_2023-07-01,2023-07-01T00:00:00,2023-10-01T00:00:00,True,False,,,,427,427,0,956.00,-119.35,5c9ff0c006eb053e8e1c4beaa62103d97bf1d683e4d62033778ea971e2590129
RR:0.61,RR,0.61,3m_2023-10-01,2023-10-01T00:00:00,2024-01-01T00:00:00,True,False,,,,388,388,0,160.75,-158.90,08688afd3d69408ae3e761c35d4eb67bc6cab8d9e33dca27009508e0aad557b2
RR:0.61,RR,0.61,3m_2024-01-01,2024-01-01T00:00:00,2024-04-01T00:00:00,True,False,,,,376,376,0,1325.85,1773.70,600cd37e6f4d02f9030af6a8bdd740b9b25c2c2dc44d31ce3f265a50a69695ef
RR:0.61,RR,0.61,3m_2024-04-01,2024-04-01T00:00:00,2024-07-01T00:00:00,True,False,,,,408,408,0,957.00,2435.60,f30135dbc48046225edb1c07353ea4f768155150524a647b1b4c03ce6c938ecf
RR:0.61,RR,0.61,3m_2024-07-01,2024-07-01T00:00:00,2024-10-01T00:00:00,True,False,,,,398,398,0,8.05,2866.60,784c8e0e8e90614d032b86ed7ccbc1ba2b46a008a08cd36637d621ba84b2a40b
RR:0.61,RR,0.61,3m_2024-10-01,2024-10-01T00:00:00,2025-01-01T00:00:00,True,False,,,,368,368,0,1113.80,1134.60,916da4df09a2040f387a37305d24ceba53adb6e889573735b54cb2c236853df8
RR:0.61,RR,0.61,3m_2025-01-01,2025-01-01T00:00:00,2025-04-01T00:00:00,True,False,,,,387,387,0,1059.40,511.65,512bf6506b4cdfe8512beff2737702aed7093b72b08b51da05ff494da305bf3f
RR:0.61,RR,0.61,3m_2025-04-01,2025-04-01T00:00:00,2025-07-01T00:00:00,False,True,RR0.61:2-3:472:1797,2025-04-07T02:34:40,2025-04-07T04:30:00,396,396,0,-204.80,3832.20,25aad7a6873c54c52ea36f5becc4aee41db1be549cee354475c0d59790db11ef
RR:0.61,RR,0.61,3m_2025-07-01,2025-07-01T00:00:00,2025-10-01T00:00:00,True,False,,,,413,413,0,531.65,138.35,32da00ce9ef1b82d124d9bd215b32b186101048370e783c0701d902a75528457
RR:0.61,RR,0.61,3m_2025-10-01,2025-10-01T00:00:00,2026-01-01T00:00:00,True,False,,,,388,388,0,1462.70,1802.10,37d49a86e660e684110ca0db73522d442a22b3bfd8f192a788fde5daf7cfdba7
RR:0.61,RR,0.61,3m_2026-01-01,2026-01-01T00:00:00,2026-04-01T00:00:00,False,True,RR0.61:17-18:370:1886,2026-03-24T17:51:40,2026-03-24T20:10:40,397,397,0,-601.15,-1076.35,9bf6b40b887f3dc5a56afd9a7d119e89e7df204838b7c5f211b508a4433c8c3d
RR:0.61,RR,0.61,3m_2026-04-01,2026-04-01T00:00:00,2026-07-01T00:00:00,True,False,,,,398,398,0,545.60,5506.60,3c92129af08caac270013208c9fceb1e7b398dcaecd62411b34bc3b011870d00
RR:0.77,RR,0.77,3m_2020-01-01,2020-01-01T00:00:00,2020-04-01T00:00:00,False,True,RR0.77:16-17:38:98,2020-03-17T16:49:40,2020-03-18T19:28:40,360,360,0,-208.35,-995.00,0b16a3b926f0791abf51b9f4c1e4f3269d9eab218bb1c89c1150f2807ccbb76d
RR:0.77,RR,0.77,3m_2020-04-01,2020-04-01T00:00:00,2020-07-01T00:00:00,True,False,,,,377,377,0,1319.25,501.65,2b205bb569ad304e05f4a602431e787bd3fcd4002c1c43913a3370a4d95dbed9
RR:0.77,RR,0.77,3m_2020-07-01,2020-07-01T00:00:00,2020-10-01T00:00:00,True,False,,,,372,372,0,1267.70,1024.90,5eff6bcb5e0e0b565c04632d01c2ca2ef494d8f940fb42e26c44c98f01a08316
RR:0.77,RR,0.77,3m_2020-10-01,2020-10-01T00:00:00,2021-01-01T00:00:00,True,False,,,,361,361,0,1021.30,-130.05,eaa25885864e211160450f9580a8fb8861d2c624405a71299ae1647a380bc429
RR:0.77,RR,0.77,3m_2021-01-01,2021-01-01T00:00:00,2021-04-01T00:00:00,False,True,RR0.77:21-22:111:386,2021-03-04T21:44:40,2021-03-04T23:30:00,355,355,0,-352.30,-415.25,b3b7f9fee346b898604549b6d1e68077a6ece5d8edb4a9d9a6142aa0c3ca3ba0
RR:0.77,RR,0.77,3m_2021-04-01,2021-04-01T00:00:00,2021-07-01T00:00:00,False,True,RR0.77:17-18:97:439,2021-06-03T17:59:40,2021-06-03T23:30:00,387,387,0,-977.70,-2039.35,58c21e92e993d8ebc864689887019a8b28f7cd5727db5fd222e653262a4de153
RR:0.77,RR,0.77,3m_2021-07-01,2021-07-01T00:00:00,2021-10-01T00:00:00,True,False,,,,375,375,0,1281.95,254.75,aad580bed12b15e47f3c6032641c590da4833beffff739d9c5f0d6e9ff30fa50
RR:0.77,RR,0.77,3m_2021-10-01,2021-10-01T00:00:00,2022-01-01T00:00:00,True,False,,,,359,359,0,1355.90,703.05,29a55ba3e2c75d8eeed6490fb2e9d3ebdeccbd09012a8c45ded8831629598799
RR:0.77,RR,0.77,3m_2022-01-01,2022-01-01T00:00:00,2022-04-01T00:00:00,True,False,,,,365,365,0,541.75,3228.75,215cef8aabd89254fee72e40ec7c27cafda16ec02ce41d940040b10866ccc2d0
